,Source,Destination,Class
11224,48771,52675,0
11225,60801,57356,0
11226,49514,29115,0
11227,51827,28109,0
11228,24241,6669,0
11229,75831,59335,0
11230,58721,25208,0
11231,59054,66399,0
11232,47023,69719,0
11233,64620,51308,0
11234,5130,46894,0
11235,73889,29291,0
11236,52618,55273,0
11237,34954,39551,0
11238,15267,32399,0
11239,37238,80098,0
11240,30792,47394,0
11241,17668,43729,0
11242,47490,65559,0
11243,7176,57011,0
11244,32138,77083,0
11245,50257,80313,0
11246,42049,6748,0
11247,55436,66045,0
11248,4954,49593,0
11249,5152,12572,0
11250,20585,3482,0
11251,48974,14282,0
11252,29009,32608,0
11253,68048,74209,0
11254,50959,73245,0
11255,28897,29670,0
11256,21798,15416,0
11257,25104,35501,0
11258,43806,19041,0
11259,5868,44205,0
11260,42790,33505,0
11261,53896,23027,0
11262,77648,40660,0
11263,11693,21108,0
11264,49948,33990,0
11265,9033,34522,0
11266,28631,14526,0
11267,42982,51314,0
11268,56678,14529,0
11269,21878,44046,0
11270,61362,21895,0
11271,75084,65662,0
11272,62884,10755,0
11273,49035,25391,0
11274,78196,66962,0
11275,51816,41232,0
11276,29649,54020,0
11277,5756,55349,0
11278,35677,68711,0
11279,26591,42631,0
11280,28793,55775,0
11281,37219,26209,0
11282,54614,42799,0
11283,56560,19809,0
11284,7617,65907,0
11285,21436,54116,0
11286,30528,58410,0
11287,54117,47008,0
11288,27050,57114,0
11289,94,59015,0
11290,77253,9278,0
11291,28878,37066,0
11292,13472,12693,0
11293,56124,59242,0
11294,3648,15888,0
11295,52705,13113,0
11296,6975,8736,0
11297,13968,27255,0
11298,34247,49273,0
11299,4130,13920,0
11300,86,31495,0
11301,79158,76712,0
11302,13895,14858,0
11303,57958,18491,0
11304,24441,65372,0
11305,151,69791,0
11306,51117,34243,0
11307,44936,43870,0
11308,2293,58769,0
11309,51627,19763,0
11310,27744,64759,0
11311,30749,37915,0
11312,34134,56532,0
11313,52846,72511,0
11314,63307,61502,0
11315,33869,56698,0
11316,37927,26174,0
11317,63060,73500,0
11318,41204,16038,0
11319,19342,6276,0
11320,23323,73791,0
11321,38690,17787,0
11322,38185,70394,0
11323,55156,59994,0
11324,42331,79737,0
11325,74558,67072,0
11326,50032,29379,0
11327,28295,11565,0
11328,45172,60001,0
11329,79909,20335,0
11330,27601,45252,0
11331,20867,23875,0
11332,31014,58947,0
11333,54649,67472,0
11334,7084,56217,0
11335,52813,7014,0
11336,24014,79226,0
11337,67264,40298,0
11338,68399,59226,0
11339,60350,59526,0
11340,2772,36225,0
11341,52078,21403,0
11342,3049,48,0
11343,29758,9855,0
11344,72289,3329,0
11345,75681,76095,0
11346,62955,34820,0
11347,5551,32625,0
11348,74034,27184,0
11349,5144,13904,0
11350,39195,34764,0
11351,58360,60506,0
11352,41660,6595,0
11353,60385,39201,0
11354,76736,22998,0
11355,52552,13159,0
11356,40351,12873,0
11357,3212,13337,0
11358,41153,2152,0
11359,50645,77311,0
11360,68824,876,0
11361,13130,80317,0
11362,69275,44602,0
11363,52271,7863,0
11364,42950,69542,0
11365,35494,13603,0
11366,62764,67090,0
11367,57462,49929,0
11368,25934,46304,0
11369,61042,38322,0
11370,53770,72393,0
11371,46614,25844,0
11372,16102,38076,0
11373,37571,24052,0
11374,12911,64253,0
11375,19226,67595,0
11376,80515,26485,0
11377,28058,1646,0
11378,21088,71983,0
11379,51832,43292,0
11380,12526,34482,0
11381,10259,9925,0
11382,48948,46972,0
11383,55896,39639,0
11384,2020,68536,0
11385,39245,24318,0
11386,77589,65223,0
11387,59613,60272,0
11388,32700,45445,0
11389,445,20616,0
11390,17066,44134,0
11391,73000,2485,0
11392,53884,79963,0
11393,43815,38973,0
11394,78213,67234,0
11395,58101,8085,0
11396,49412,71753,0
11397,58700,42176,0
11398,47901,1705,0
11399,26847,27148,0
11400,17473,46249,0
11401,50991,31619,0
11402,35337,8716,0
11403,34720,58363,0
11404,73945,5131,0
11405,31714,33714,0
11406,68014,59090,0
11407,47213,38875,0
11408,60075,33120,0
11409,28528,28379,0
11410,38325,73261,0
11411,75573,50037,0
11412,25785,42384,0
11413,53678,19327,0
11414,41107,74163,0
11415,80531,51697,0
11416,2412,36037,0
11417,13551,12068,0
11418,24504,5685,0
11419,40099,26850,0
11420,18055,48769,0
11421,23899,50924,0
11422,69663,9659,0
11423,9808,11695,0
11424,23382,33867,0
11425,43477,35564,0
11426,54394,47846,0
11427,14180,22730,0
11428,67866,25883,0
11429,41182,70338,0
11430,42325,60483,0
11431,49529,13178,0
11432,65514,36227,0
11433,54042,34508,0
11434,13867,9131,0
11435,48865,43383,0
11436,15652,9219,0
11437,14383,22537,0
11438,57730,78118,0
11439,56024,30822,0
11440,28374,5481,0
11441,44875,46612,0
11442,32789,70448,0
11443,19351,69444,0
11444,26656,74842,0
11445,39550,39214,0
11446,49784,13937,0
11447,61213,74569,0
11448,32664,30843,0
11449,20314,18083,0
11450,64427,63466,0
11451,75966,41419,0
11452,8375,35605,0
11453,38665,10748,0
11454,63382,71819,0
11455,15776,58216,0
11456,27481,44342,0
11457,22082,45127,0
11458,16375,35006,0
11459,39597,10427,0
11460,24806,38050,0
11461,12080,6229,0
11462,60579,10771,0
11463,64465,55642,0
11464,73355,64537,0
11465,73718,11163,0
11466,29537,65669,0
11467,8858,10574,0
11468,60862,40240,0
11469,2515,47292,0
11470,47788,80269,0
11471,43325,79895,0
11472,39408,10553,0
11473,64180,9038,0
11474,12259,64517,0
11475,17405,48262,0
11476,69480,45357,0
11477,7016,77761,0
11478,80166,55193,0
11479,29802,8702,0
11480,39794,65865,0
11481,11501,65214,0
11482,58822,80497,0
11483,48402,47809,0
11484,53599,48230,0
11485,34499,57475,0
11486,49125,74577,0
11487,45727,21520,0
11488,1710,54150,0
11489,77268,73533,0
11490,14870,20585,0
11491,45636,42648,0
11492,17815,3355,0
11493,33781,51116,0
11494,48590,31222,0
11495,74836,47259,0
11496,66136,38481,0
11497,61495,71499,0
11498,46099,64322,0
11499,80832,36159,0
11500,43067,33577,0
11501,19205,71339,0
11502,62139,2297,0
11503,60158,47857,0
11504,7103,25485,0
11505,39594,9147,0
11506,5966,65358,0
11507,23549,46148,0
11508,3300,65216,0
11509,41993,50925,0
11510,11398,67818,0
11511,80732,77262,0
11512,16333,22293,0
11513,293,62376,0
11514,43198,4609,0
11515,75597,42466,0
11516,46174,1815,0
11517,48294,13154,0
11518,80669,34605,0
11519,21629,48867,0
11520,59856,44547,0
11521,21940,51568,0
11522,35227,75651,0
11523,10373,2915,0
11524,42621,33862,0
11525,50518,60406,0
11526,71604,31957,0
11527,56094,15197,0
11528,24692,57642,0
11529,26778,42590,0
11530,65678,9481,0
11531,64363,41926,0
11532,40301,9099,0
11533,71566,80450,0
11534,29402,74836,0
11535,14559,27024,0
11536,44424,19109,0
11537,50853,2371,0
11538,37695,49771,0
11539,26895,55608,0
11540,39034,55892,0
11541,66916,77523,0
11542,40136,37932,0
11543,5782,35432,0
11544,39249,79980,0
11545,30614,7294,0
11546,30598,64867,0
11547,13151,62592,0
11548,74541,49414,0
11549,74473,73899,0
11550,64484,52277,0
11551,29348,32633,0
11552,51081,77210,0
11553,60181,52176,0
11554,36794,60822,0
11555,13926,6690,0
11556,2759,46265,0
11557,21540,62726,0
11558,53448,4153,0
11559,25414,58841,0
11560,18950,41655,0
11561,53608,52828,0
11562,33939,78679,0
11563,74721,26366,0
11564,77791,18410,0
11565,18526,42892,0
11566,72992,1429,0
11567,65822,67717,0
11568,68659,6085,0
11569,78561,58821,0
11570,66876,79348,0
11571,18632,42055,0
11572,55482,36554,0
11573,72675,29927,0
11574,53070,56541,0
11575,21312,79388,0
11576,70939,13696,0
11577,45119,62022,0
11578,7395,30157,0
11579,5341,10421,0
11580,18825,560,0
11581,51927,33301,0
11582,42426,28747,0
11583,64364,7210,0
11584,40505,50665,0
11585,29354,37631,0
11586,57487,76173,0
11587,77052,58398,0
11588,66301,74538,0
11589,41174,9774,0
11590,9127,58782,0
11591,46343,40005,0
11592,48587,49723,0
11593,45899,61453,0
11594,42979,22394,0
11595,80636,10675,0
11596,7903,65149,0
11597,47900,35088,0
11598,16032,24658,0
11599,9424,13175,0
11600,34838,78188,0
11601,15301,50218,0
11602,43457,32149,0
11603,67653,26436,0
11604,58697,60929,0
11605,34970,4769,0
11606,74936,18097,0
11607,78574,69604,0
11608,62969,53338,0
11609,47061,18982,0
11610,4749,30631,0
11611,22681,25537,0
11612,54463,72415,0
11613,68287,8810,0
11614,77097,65031,0
11615,22416,29931,0
11616,4775,64224,0
11617,16569,5873,0
11618,71707,59957,0
11619,56641,67245,0
11620,1907,42491,0
11621,36742,48532,0
11622,49567,6614,0
11623,28109,27326,0
11624,33864,1755,0
11625,37849,19152,0
11626,53075,49129,0
11627,59468,5037,0
11628,1975,47286,0
11629,22787,65588,0
11630,81079,80291,0
11631,4480,5445,0
11632,69656,8751,0
11633,16597,40272,0
11634,33941,6534,0
11635,59722,39627,0
11636,31391,28618,0
11637,5848,12986,0
11638,23773,28192,0
11639,74814,22140,0
11640,63345,63866,0
11641,11032,77150,0
11642,68827,64251,0
11643,60308,68472,0
11644,4555,1282,0
11645,76887,36137,0
11646,19142,13987,0
11647,56694,55396,0
11648,49847,38124,0
11649,1860,61729,0
11650,48157,60560,0
11651,3113,35946,0
11652,57367,58193,0
11653,28578,47135,0
11654,46002,40337,0
11655,8823,12931,0
11656,74782,74148,0
11657,33454,32898,0
11658,26059,3635,0
11659,9608,67765,0
11660,71269,7052,0
11661,43385,56090,0
11662,3504,62107,0
11663,62758,44588,0
11664,43688,18787,0
11665,64372,53332,0
11666,61156,32014,0
11667,15620,69371,0
11668,66955,74003,0
11669,45471,81143,0
11670,58784,34660,0
11671,31361,23328,0
11672,75078,13328,0
11673,53926,78021,0
11674,22530,44151,0
11675,53771,42657,0
11676,73422,51584,0
11677,64675,60839,0
11678,73627,55305,0
11679,67536,35053,0
11680,67808,29393,0
11681,77794,74186,0
11682,79740,42037,0
11683,75380,33482,0
11684,78921,50852,0
11685,28170,12432,0
11686,60085,33395,0
11687,72015,68332,0
11688,63602,44172,0
11689,61174,9814,0
11690,49805,28751,0
11691,5713,13542,0
11692,75274,1897,0
11693,42466,68102,0
11694,42425,11646,0
11695,2839,53439,0
11696,21315,45984,0
11697,58273,66875,0
11698,19509,20008,0
11699,41930,1263,0
11700,77836,66577,0
11701,41057,64487,0
11702,75445,72838,0
11703,54358,35548,0
11704,76919,18790,0
11705,46189,15679,0
11706,73607,53832,0
11707,35905,50100,0
11708,38373,21829,0
11709,80124,51248,0
11710,60930,15304,0
11711,20321,18927,0
11712,51084,6484,0
11713,38948,57880,0
11714,19558,77041,0
11715,60591,71610,0
11716,35608,6462,0
11717,33321,50677,0
11718,45836,56529,0
11719,38431,33794,0
11720,39921,2395,0
11721,9884,2886,0
11722,39945,7392,0
11723,9763,6854,0
11724,42776,326,0
11725,27998,23089,0
11726,24812,69777,0
11727,26580,55782,0
11728,37532,908,0
11729,78416,71060,0
11730,18518,54356,0
11731,8857,49451,0
11732,33351,61051,0
11733,19603,27918,0
11734,42383,27105,0
11735,9679,35150,0
11736,1946,18890,0
11737,75558,55500,0
11738,35505,16110,0
11739,12594,79639,0
11740,7563,59434,0
11741,25876,56620,0
11742,27778,12476,0
11743,36618,53558,0
11744,11258,19002,0
11745,58442,71942,0
11746,27095,55322,0
11747,52417,28767,0
11748,61651,79711,0
11749,77421,47342,0
11750,19141,25843,0
11751,55091,67952,0
11752,76440,36088,0
11753,47068,70299,0
11754,24728,45110,0
11755,5154,24517,0
11756,49454,37533,0
11757,56951,26288,0
11758,80109,72685,0
11759,69472,10105,0
11760,67579,13900,0
11761,66287,57311,0
11762,60958,81259,0
11763,9919,9558,0
11764,60377,15323,0
11765,27907,32156,0
11766,73277,30094,0
11767,50665,1048,0
11768,17232,65496,0
11769,33165,74912,0
11770,58416,38316,0
11771,13186,79613,0
11772,33075,77031,0
11773,76908,20161,0
11774,22650,62039,0
11775,46965,59240,0
11776,75897,69769,0
11777,79034,44427,0
11778,75930,52625,0
11779,22545,65815,0
11780,6768,69177,0
11781,43043,7687,0
11782,79862,8097,0
11783,35839,46752,0
11784,7313,68689,0
11785,66631,61479,0
11786,7935,70906,0
11787,13029,17453,0
11788,47397,80058,0
11789,10318,15744,0
11790,48799,44212,0
11791,64039,77640,0
11792,39739,30053,0
11793,18502,52838,0
11794,72520,63574,0
11795,35210,36141,0
11796,27724,36959,0
11797,17403,12528,0
11798,44913,42867,0
11799,28116,52035,0
11800,64736,4563,0
11801,5317,54439,0
11802,44365,8752,0
11803,70799,27698,0
11804,24841,78095,0
11805,38727,2171,0
11806,72760,70779,0
11807,27187,465,0
11808,71809,58126,0
11809,30394,28776,0
11810,18296,24920,0
11811,11006,26847,0
11812,79261,17261,0
11813,69210,58150,0
11814,16230,7529,0
11815,39498,69758,0
11816,14337,37753,0
11817,48258,16210,0
11818,37555,55431,0
11819,30624,36722,0
11820,55645,75264,0
11821,160,25545,0
11822,78207,43701,0
11823,43290,74296,0
11824,7798,77305,0
11825,1181,23240,0
11826,53351,67737,0
11827,20723,60919,0
11828,22872,56586,0
11829,36199,72340,0
11830,75299,51734,0
11831,77158,52646,0
11832,13832,18017,0
11833,63852,44080,0
11834,42777,2828,0
11835,16530,70682,0
11836,78474,42895,0
11837,16181,30789,0
11838,13918,2699,0
11839,72988,63184,0
11840,31318,72984,0
11841,64497,6405,0
11842,66976,29875,0
11843,59053,76058,0
11844,13170,28669,0
11845,30591,46075,0
11846,29509,31855,0
11847,52601,19031,0
11848,28925,41212,0
11849,41371,76076,0
11850,36697,2382,0
11851,70023,60191,0
11852,27112,74097,0
11853,56234,2326,0
11854,23584,7427,0
11855,19532,48269,0
11856,68308,74353,0
11857,22289,70731,0
11858,66178,13451,0
11859,43145,31881,0
11860,73533,64438,0
11861,7205,50453,0
11862,69412,65909,0
11863,28118,69671,0
11864,55595,18828,0
11865,39886,43473,0
11866,46251,19985,0
11867,15914,33585,0
11868,77070,43038,0
11869,20917,53526,0
11870,26423,23624,0
11871,13834,73043,0
11872,51603,36718,0
11873,19563,21275,0
11874,57279,77731,0
11875,2291,8769,0
11876,30887,55650,0
11877,54979,47192,0
11878,77663,65789,0
11879,38877,69832,0
11880,36393,67430,0
11881,81200,3171,0
11882,78303,37846,0
11883,60077,21874,0
11884,7415,17391,0
11885,10534,5691,0
11886,53561,12926,0
11887,48217,50902,0
11888,76173,38709,0
11889,20496,62428,0
11890,69628,50453,0
11891,13769,27421,0
11892,54705,5817,0
11893,42189,21896,0
11894,64999,14475,0
11895,7005,66798,0
11896,75023,50501,0
11897,36799,76767,0
11898,34992,53515,0
11899,66681,60158,0
11900,20994,65419,0
11901,46923,7863,0
11902,43755,28276,0
11903,67498,55286,0
11904,39292,40222,0
11905,18779,53261,0
11906,8251,1543,0
11907,48823,42042,0
11908,58885,58945,0
11909,33863,54493,0
11910,18924,69422,0
11911,19643,73175,0
11912,67805,61650,0
11913,69417,16724,0
11914,56068,47525,0
11915,6012,43004,0
11916,31194,68002,0
11917,75368,66078,0
11918,38887,54533,0
11919,14349,3112,0
11920,59184,46516,0
11921,40190,34744,0
11922,70422,5812,0
11923,41423,45526,0
11924,51330,68395,0
11925,15053,3250,0
11926,61694,4784,0
11927,20887,79161,0
11928,23484,3953,0
11929,27327,30951,0
11930,17166,39870,0
11931,40205,57960,0
11932,38464,20414,0
11933,40511,35861,0
11934,12783,37658,0
11935,16764,58812,0
11936,79492,80425,0
11937,64590,79858,0
11938,27513,18630,0
11939,43942,21827,0
11940,65574,13211,0
11941,41117,64151,0
11942,5988,5447,0
11943,25275,13400,0
11944,45851,56903,0
11945,1586,25917,0
11946,47774,65212,0
11947,75422,58515,0
11948,77044,29938,0
11949,40709,4253,0
11950,46877,432,0
11951,27461,35518,0
11952,22154,12005,0
11953,27335,53551,0
11954,28260,23108,0
11955,45917,33493,0
11956,35591,47135,0
11957,62703,67780,0
11958,39806,41060,0
11959,19097,75336,0
11960,57394,69950,0
11961,59437,15062,0
11962,7969,30034,0
11963,36861,53703,0
11964,48174,34623,0
11965,9480,16162,0
11966,53468,13482,0
11967,53440,34098,0
11968,64211,7694,0
11969,61617,58530,0
11970,81187,44508,0
11971,51522,68047,0
11972,4653,67497,0
11973,45743,58828,0
11974,34483,50556,0
11975,53976,29381,0
11976,58885,22459,0
11977,65159,3123,0
11978,13180,8609,0
11979,3066,7559,0
11980,22573,128,0
11981,21324,10933,0
11982,37530,64181,0
11983,16795,15800,0
11984,57496,52675,0
11985,42790,63447,0
11986,36347,11880,0
11987,44503,26624,0
11988,67749,76936,0
11989,72880,74060,0
11990,5499,58452,0
11991,18540,59451,0
11992,34661,74795,0
11993,40479,12932,0
11994,40548,77329,0
11995,45215,9871,0
11996,14796,58373,0
11997,78514,63325,0
11998,46601,72062,0
11999,16142,27284,0
12000,30498,46567,0
12001,63823,38838,0
12002,17130,67012,0
12003,20275,40368,0
12004,7478,73562,0
12005,39791,12700,0
12006,79072,62347,0
12007,35166,65981,0
12008,80549,61369,0
12009,24906,60469,0
12010,74316,76817,0
12011,59810,11001,0
12012,35362,23535,0
12013,54937,6901,0
12014,76222,80438,0
12015,81286,68804,0
12016,79742,47272,0
12017,17316,72059,0
12018,8716,55645,0
12019,45674,43741,0
12020,60914,30924,0
12021,43947,21376,0
12022,62216,8259,0
12023,23431,25107,0
12024,5567,34711,0
12025,52694,79037,0
12026,16388,71064,0
12027,31938,12792,0
12028,56099,8721,0
12029,41811,35270,0
12030,40175,59676,0
12031,41779,63257,0
12032,75685,26554,0
12033,67053,35549,0
12034,58439,65706,0
12035,6914,48226,0
12036,47789,19114,0
12037,20119,17091,0
12038,5097,69640,0
12039,5155,31585,0
12040,9898,18156,0
12041,72864,19271,0
12042,46963,60120,0
12043,49790,37279,0
12044,63214,19072,0
12045,14765,13768,0
12046,1593,2158,0
12047,3207,50281,0
12048,55821,73666,0
12049,8876,25344,0
12050,54603,67176,0
12051,10389,51681,0
12052,33798,12129,0
12053,25598,36631,0
12054,4451,62517,0
12055,65011,81080,0
12056,28818,28614,0
12057,1879,77441,0
12058,70044,77722,0
12059,65523,53185,0
12060,46362,56051,0
12061,33811,8393,0
12062,45203,76924,0
12063,6835,9363,0
12064,63178,40945,0
12065,68563,64539,0
12066,31071,73274,0
12067,7387,12496,0
12068,67842,28125,0
12069,19621,24906,0
12070,16499,6323,0
12071,61603,68490,0
12072,29895,4037,0
12073,52605,56974,0
12074,59904,9352,0
12075,11321,37584,0
12076,58387,46173,0
12077,77008,2179,0
12078,77762,10209,0
12079,77195,77816,0
12080,56554,75779,0
12081,44495,76721,0
12082,58090,55368,0
12083,30871,32406,0
12084,42698,23366,0
12085,80698,18371,0
12086,12335,52223,0
12087,47593,64990,0
12088,15253,20145,0
12089,12007,4291,0
12090,34064,25567,0
12091,72553,58607,0
12092,1420,4268,0
12093,43294,12695,0
12094,35652,58394,0
12095,5090,14125,0
12096,30161,30127,0
12097,53287,6552,0
12098,74751,15793,0
12099,11789,59122,0
12100,46284,74955,0
12101,71070,61380,0
12102,63968,16605,0
12103,24226,65732,0
12104,75501,55526,0
12105,1910,64761,0
12106,1880,1029,0
12107,10067,30350,0
12108,32712,20265,0
12109,29041,66646,0
12110,67840,7748,0
12111,59616,44837,0
12112,8343,59846,0
12113,51516,59603,0
12114,68064,14772,0
12115,30495,80238,0
12116,31202,5527,0
12117,4827,41511,0
12118,16310,19625,0
12119,1175,43301,0
12120,431,59054,0
12121,19621,62173,0
12122,4547,69384,0
12123,21162,807,0
12124,52743,39562,0
12125,26917,7789,0
12126,76148,74729,0
12127,7734,69535,0
12128,45511,44962,0
12129,10760,72772,0
12130,40647,30595,0
12131,5684,38924,0
12132,58968,65895,0
12133,34136,7441,0
12134,55537,16384,0
12135,4284,68828,0
12136,43081,41143,0
12137,53112,66616,0
12138,6090,18228,0
12139,61071,53203,0
12140,44173,9012,0
12141,53985,27190,0
12142,53920,11629,0
12143,6791,62635,0
12144,13316,41930,0
12145,50761,39060,0
12146,42886,79494,0
12147,14781,13227,0
12148,17374,23828,0
12149,30797,23571,0
12150,50674,58097,0
12151,37256,68318,0
12152,6081,31558,0
12153,19677,42542,0
12154,7447,72379,0
12155,6026,41489,0
12156,79836,28828,0
12157,69764,19665,0
12158,1925,37009,0
12159,41644,57565,0
12160,37300,8868,0
12161,2449,51598,0
12162,7206,56275,0
12163,68246,74932,0
12164,15766,21794,0
12165,65820,1001,0
12166,16435,63409,0
12167,13635,78091,0
12168,38031,62858,0
12169,58898,64295,0
12170,18394,12209,0
12171,19703,41441,0
12172,62608,21509,0
12173,10682,80820,0
12174,32140,763,0
12175,62593,37989,0
12176,47453,12831,0
12177,41261,37210,0
12178,1552,36130,0
12179,76354,65761,0
12180,40612,68505,0
12181,73611,34286,0
12182,4097,27466,0
12183,7441,74989,0
12184,2843,69335,0
12185,71686,23463,0
12186,39260,14140,0
12187,2628,75683,0
12188,32860,14284,0
12189,37294,53512,0
12190,5743,24433,0
12191,53845,81134,0
12192,30126,56721,0
12193,61287,19867,0
12194,57480,40683,0
12195,79784,19596,0
12196,24243,77497,0
12197,31905,34694,0
12198,26155,5618,0
12199,62205,31451,0
12200,24095,76967,0
12201,16449,51687,0
12202,51267,62384,0
12203,44886,57503,0
12204,7085,4107,0
12205,32536,67646,0
12206,8929,10627,0
12207,54578,21164,0
12208,19158,4037,0
12209,53377,61743,0
12210,1248,31398,0
12211,2019,22801,0
12212,61337,71402,0
12213,60236,6383,0
12214,77685,7759,0
12215,26196,50265,0
12216,70749,80329,0
12217,9549,38234,0
12218,44479,21551,0
12219,66471,72019,0
12220,9622,48265,0
12221,38393,66603,0
12222,12079,54387,0
12223,64556,23337,0
12224,67292,50899,0
12225,17527,17521,0
12226,64838,62849,0
12227,66598,9510,0
12228,20186,10007,0
12229,1806,31418,0
12230,12601,75503,0
12231,853,45260,0
12232,44395,58575,0
12233,14262,18558,0
12234,42788,44722,0
12235,7673,38355,0
12236,10211,46466,0
12237,46635,26298,0
12238,72143,12077,0
12239,31617,55305,0
12240,366,21326,0
12241,39741,50254,0
12242,6538,80032,0
12243,11081,39095,0
12244,34432,28413,0
12245,9173,54540,0
12246,72200,61487,0
12247,54899,42387,0
12248,34446,47513,0
12249,14763,45819,0
12250,31229,75353,0
12251,23154,18998,0
12252,37493,16432,0
12253,65093,37936,0
12254,79925,34347,0
12255,49813,37155,0
12256,76815,38536,0
12257,15347,39105,0
12258,35438,6344,0
12259,26928,24935,0
12260,73588,62477,0
12261,50203,69136,0
12262,42948,64812,0
12263,33203,72013,0
12264,74273,27037,0
12265,39547,47459,0
12266,7929,49930,0
12267,75435,24700,0
12268,26355,9371,0
12269,65612,28017,0
12270,8854,70840,0
12271,3218,12375,0
12272,27634,71971,0
12273,3238,189,0
12274,13344,38063,0
12275,31516,63466,0
12276,14522,67465,0
12277,56678,3550,0
12278,3442,23267,0
12279,5257,5324,0
12280,46769,65274,0
12281,15075,48548,0
12282,8504,78462,0
12283,67071,806,0
12284,2803,15910,0
12285,33023,32996,0
12286,74682,16544,0
12287,2455,24925,0
12288,72049,64478,0
12289,5983,17553,0
12290,39697,69816,0
12291,70611,81037,0
12292,56141,19636,0
12293,36333,71135,0
12294,27066,42515,0
12295,17471,27745,0
12296,28633,68490,0
12297,60767,23692,0
12298,74562,16957,0
12299,48573,15293,0
12300,27730,54608,0
12301,57172,9116,0
12302,26471,7356,0
12303,4629,58833,0
12304,40082,74571,0
12305,72978,40801,0
12306,9757,50683,0
12307,39955,34482,0
12308,71718,50504,0
12309,9259,21279,0
12310,50721,70244,0
12311,44947,12718,0
12312,78301,4856,0
12313,38040,17846,0
12314,19624,39899,0
12315,19306,63945,0
12316,9145,64651,0
12317,35918,47696,0
12318,50837,21244,0
12319,12943,47801,0
12320,32171,7715,0
12321,72234,73458,0
12322,62184,70793,0
12323,60710,11577,0
12324,33292,17665,0
12325,50375,60364,0
12326,53361,54539,0
12327,41933,19500,0
12328,6033,76917,0
12329,25335,46,0
12330,2657,28198,0
12331,77556,12178,0
12332,79947,8465,0
12333,62813,8458,0
12334,33961,59203,0
12335,37149,18859,0
12336,46215,7615,0
12337,71411,59094,0
12338,15438,48482,0
12339,4630,68704,0
12340,32017,57967,0
12341,26526,49806,0
12342,56041,27062,0
12343,72407,19511,0
12344,43470,4539,0
12345,38650,3272,0
12346,3948,32842,0
12347,2433,69054,0
12348,78828,7491,0
12349,43492,63933,0
12350,4189,49788,0
12351,53073,67868,0
12352,35783,26515,0
12353,76933,76052,0
12354,77377,32937,0
12355,63792,42543,0
12356,26410,69097,0
12357,77798,40251,0
12358,2123,1101,0
12359,56366,76516,0
12360,2358,41711,0
12361,25982,62006,0
12362,81276,29647,0
12363,68791,97,0
12364,62789,56279,0
12365,64468,1745,0
12366,23187,63934,0
12367,81000,45977,0
12368,21248,52091,0
12369,22106,76483,0
12370,31282,9712,0
12371,12765,6732,0
12372,27087,2301,0
12373,38255,51762,0
12374,61507,61341,0
12375,202,67776,0
12376,40486,44527,0
12377,40670,16495,0
12378,40098,31708,0
12379,8960,15257,0
12380,50936,67803,0
12381,79490,30455,0
12382,31639,44869,0
12383,8452,5913,0
12384,13551,13321,0
12385,71996,63373,0
12386,20930,3333,0
12387,22583,74936,0
12388,67876,56563,0
12389,6352,10601,0
12390,44481,20190,0
12391,78183,62694,0
12392,26106,44131,0
12393,1227,68853,0
12394,9950,20196,0
12395,60384,33736,0
12396,14323,52491,0
12397,36681,43527,0
12398,65129,26240,0
12399,46923,43422,0
12400,6997,53238,0
12401,25940,39010,0
12402,18481,55097,0
12403,46076,37769,0
12404,690,35249,0
12405,29040,43068,0
12406,10038,31240,0
12407,76604,78119,0
12408,36623,24367,0
12409,13922,78449,0
12410,10408,70281,0
12411,14773,36335,0
12412,24358,38475,0
12413,36461,44281,0
12414,10089,14806,0
12415,69436,5326,0
12416,7951,28846,0
12417,55724,63036,0
12418,61631,40855,0
12419,55220,578,0
12420,10861,5178,0
12421,80077,56646,0
12422,26782,68889,0
12423,27634,64225,0
12424,48577,43949,0
12425,61793,8407,0
12426,20158,17553,0
12427,66344,24820,0
12428,12198,38307,0
12429,37954,8000,0
12430,52408,6552,0
12431,34926,77780,0
12432,24610,18958,0
12433,20904,57925,0
12434,10809,77289,0
12435,54224,22923,0
12436,76708,65097,0
12437,23387,69307,0
12438,33315,37782,0
12439,40146,71642,0
12440,37655,41300,0
12441,16109,50673,0
12442,58342,13943,0
12443,26166,30205,0
12444,53976,74412,0
12445,56343,30855,0
12446,16838,78867,0
12447,37980,51083,0
12448,69573,74278,0
12449,27002,39587,0
12450,37483,59510,0
12451,21667,40348,0
12452,58764,51806,0
12453,28361,41081,0
12454,33305,28348,0
12455,18655,19787,0
12456,4579,45747,0
12457,15054,55380,0
12458,55060,7919,0
12459,26940,9907,0
12460,23406,39251,0
12461,62744,8550,0
12462,19951,57982,0
12463,57204,69780,0
12464,56704,44267,0
12465,69419,36214,0
12466,61627,34445,0
12467,32567,40259,0
12468,80738,80610,0
12469,72582,25879,0
12470,23439,4303,0
12471,76600,8415,0
12472,51440,1356,0
12473,1314,2854,0
12474,64890,5780,0
12475,63207,6861,0
12476,28346,48764,0
12477,6680,23214,0
12478,9233,68152,0
12479,4773,45946,0
12480,53715,18716,0
12481,61024,18595,0
12482,39156,31985,0
12483,50942,8984,0
12484,9767,31586,0
12485,54528,60945,0
12486,4558,37937,0
12487,12735,4328,0
12488,53183,75378,0
12489,61110,42440,0
12490,42280,14421,0
12491,70437,73396,0
12492,68037,19258,0
12493,26577,31063,0
12494,16314,35979,0
12495,55475,63658,0
12496,28554,73379,0
12497,8227,30744,0
